link,long_title,short_title,authors,date_filed,subjects
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2371-19th-congress,"AN ACT DESIGNATING THE SECOND SUNDAY OF SEPTEMBER AS THE NATIONAL GRANDPARENTS DAY, AND FOR OTHER PURPOSES",NATIONAL GRANDPARENTS DAY ACT,"MARCOS, IMEE R.","January 8, 2023",GRANDPARENTS DAY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2434-19th-congress,"AN ACT CREATING A SUSTAINABLE FRAMEWORK FOR THE PENSION SYSTEM OF THE ARMED FORCES OF THE PHILIPPINES, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",ARMED FORCES OF THE PHILIPPINES (AFP) PENSION SYSTEM ACT,"MARCOS, IMEE R.","July 9, 2023",PENSION; ARMED FORCES OF THE PHILIPPINES (AFP)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1696-19th-congress,N/A,"MAGNA CARTA FOR BARANGAY OFFICIALS, PERSONNEL AND VOLUNTEER WORKERS","TULFO, RAFFY T.","January 18, 2023",MAGNA CARTA FOR BARANGAY OFFICIALS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2230-19th-congress,N/A,ANTI-OBESITY ACT OF 2023,"VILLAR, CYNTHIA A.","May 23, 2023",OBESITY; ANTI-OBESITY EDUCATION PROGRAM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2295-19th-congress,"AN ACT STRENGTHENING THE BULACAN STATE UNIVERSITY AS A SYSTEM, PROVIDING FOR ITS POWERS AND FUNCTIONS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 7665, OTHERWISE KNOWN AS AN ACT CONVERTING THE BULACAN COLLEGE OF ARTS AND TRADES IN THE PROVINCE OF BULACAN INTO A STATE UNIVERSITY TO BE KNOWN AS THE BULACAN STATE UNIVERSITY, AND APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",REVISED BULACAN STATE UNIVERSITY CHARTER,"GATCHALIAN, WIN","December 7, 2023",STATE UNIVERSITIES AND COLLEGES (SUCS); BULACAN STATE UNIVERSITY SYSTEMS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2383-19th-congress,AN ACT PROVIDING FOR PROTECTION OF THE REMITTANCES OF OVERSEAS FILIPINO WORKERS,OVERSEAS FILIPINO WORKERS (OFWS) REMITTANCE PROTECTION ACT,"LAPID, MANUEL ""LITO"" M.","January 8, 2023",OVERSEAS FILIPINO WORKERS (OFW); REMITTANCE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1644-19th-congress,N/A,FOOD SURPLUS REDUCTION ACT,"ESTRADA, JINGGOY E.","September 1, 2023",FOOD WASTE; FOOD RECYCLING; FOOD SURPLUS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1707-19th-congress,N/A,COMPETITIVE REMUNERATION AND COMPENSATION PACKAGES FOR SOCIAL WORKERS ACT OF 2023,"GO, CHRISTOPHER LAWRENCE T.","January 19, 2023",SOCIAL WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2015-19th-congress,N/A,KAPARKAN FALLS  AN ECOTOURISM SITE (ABRA),"ESTRADA, JINGGOY E.","March 16, 2023",ECOTOURISM SITES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1853-19th-congress,N/A,PENSYON PARA PILIPINONG MAGSASAKA AT MANGINGISDA ACT OF 2023,"REVILLA JR., RAMON BONG","July 2, 2023",FARMERS; FISHERFOLK; PENSION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1917-19th-congress,N/A,ILIGAN GENERAL HOSPITAL,"MARCOS, IMEE R.","February 22, 2023","HOSPITALS, ESTABLISHMENT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2123-19th-congress,N/A,ESTABLISHING REGIONAL AND LOCAL CONCERTS AND ARTS FAIRS,"VILLAR, MARK A.","March 5, 2023",REGIONAL AND LOCAL CONCERT AND ARTS FAIRS; MUSIC INDUSTRY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2187-19th-congress,N/A,FREE DIALYSIS FOR SENIOR CITIZENS ACT OF 2023,"VILLAR, CYNTHIA A.","May 15, 2023",DIALYSIS; SENIOR CITIZEN/ELDERLY; DIALYSIS CENTER; DEPARTMENT OF HEALTH (DOH)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2261-19th-congress,N/A,"CONVERTING THE JOLO CIRCUMFERENTIAL ROAD,  PROVINCE OF SULU, INTO A NATIONAL ROAD","MARCOS, IMEE R.","May 29, 2023","ROADS, CIRCUMFERENTIAL ROAD CONSTRUCTION; ROADS, CONVERSION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1675-19th-congress,"AN ACT ENHANCING ACCESSIBILITY IN THE VOTING OF SENIOR CITIZENS, PERSONS WITH DISABILITIES, PREGNANT WOMEN, AND INDIGENOUS PEOPLES, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 10366, OTHERWISE KNOWN AS AN ACT AUTHORIZING THE COMMISSION ON ELECTIONS TO ESTABLISH PRECINTS ASSIGNED TO ACCESSIBLE POLLING PLACES EXCLUSIVELY FOR PERSONS WITH DISABILITIES AND SENIOR CITIZENS, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES","BETTER VOTING ACCESSIBILITY FOR SENIOR, PWDS, PREGNANT WOMEN, AND IPS ACT","VILLAR, MARK A.","December 1, 2023",SENIOR CITIZEN/ELDERLY; PERSONS WITH DISABILITIES (PWDS); INDIGENOUS PEOPLE; COMMISSION ON ELECTION (COMELEC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1979-19th-congress,"AN ACT PROVIDING FOR A NATIONAL POLICY IN PREVENTING ADOLESCENT PREGNANCIES, INSTITUTIONALIZING SOCIAL PROTECTION FOR ADOLESCENT PARENTS, AND PROVIDING FUNDS THEREFOR",PREVENTION OF ADOLESCENT PREGNANCY ACT OF 2023,"ANGARA, SONNY; MARCOS, IMEE R.; TULFO, RAFFY T.; HONTIVEROS, RISA; REVILLA JR., RAMON BONG","July 3, 2023",TEENAGE PREGNANCY; ADOLESCENT PREGNANCIES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1885-19th-congress,N/A,NATIONAL HEROES COUNCIL ACT,"MARCOS, IMEE R.","February 15, 2023",NATIONAL HEROES COUNCIL; NATIONAL HISTORICAL COMMISSION OF THE PHILIPPINES (NHCP)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1949-19th-congress,"AN ACT ESTABLISHING A COLLEGE OF MEDICINE IN THE UNIVERSITY OF SCIENCE AND TECHNOLOGY OF SOUTHERN PHILIPPINES-CAGAYAN DE ORO CITY CAMPUS IN THE CAGAYAN DE ORO CITY, PROVINCE OF MISAMIS ORIENTAL, TO BE KNOWN AS THE UNIVERSITY OF SCIENCE AND TECHNOLOGY OF SOUTHERN PHILIPPINES-COLLEGE OF MEDICINE, AND APPROPRIATING FUNDS THEREFOR",UNIVERSITY OF SCIENCE AND TECHNOLOGY OF SOUTHERN PHILIPPINES-COLLEGE OF MEDICINE,"MARCOS, IMEE R.","January 3, 2023","SCHOOLS, ESTABLISHMENT; SCIENCE  AND TECHNOLOGY"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2091-19th-congress,N/A,EXTENDING THE LIFE OF THE PHILIPPINE AEROSPACE DEVELOPMENT CORPORATION (PADC),"VILLAR, MARK A.","April 25, 2023",PHILIPPINE AEROSPACE DEVELOPMENT CORPORATION (PADC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2155-19th-congress,N/A,"DECLARING THE IMMEDIATE ENVIRONS OF SAN ROQUE PARISH CHURCH, A TOURISM DESTINATION","REVILLA JR., RAMON BONG","September 5, 2023",TOURISM DESTINATION; CHURCHES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-162-19th-congress,N/A,HEALTH WORKERS SALARY UPGRADING ACT OF 2022,"EJERCITO, JOSEPH VICTOR G.","July 7, 2022",HEALTHCARE WORKERS; SALARY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1028-19th-congress,N/A,UPHOLDING THE RIGHT OF ACQUISITION BY QUALIFIED BENEFICIARIES OF GOVERNMENT-OWNED LANDS,"ESTRADA, JINGGOY E.","April 8, 2022",RIGHT OF ACQUISITION; URBAN DEVELOPMENT AND HOUSING ACT (R.A.NO. 7279)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1104-19th-congress,AN ACT INSTITUTING THE MAGNA CARTA OF FILIPINO SEAFARERS,MAGNA CARTA OF FILIPINO SEAFARERS OF 2022,"REVILLA JR., RAMON BONG","August 8, 2022",MAGNA CARTA OF FILIPINO SEAFARERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-226-19th-congress,N/A,SMALL AND MEDIUM ENTERPRISES STOCK EXCHANGE ACT OF 2022,"VILLAR, MARK A.","July 7, 2022",SMALL AND MEDIUM ENTERPRISES STOCK EXCHANGE (SMEX)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1096-19th-congress,"AN ACT AMENDING CERTAIN SECTIONS OF REPUBLIC ACT NO. 9173, OTHERWISE KNOWN AS THE ‘PHILIPPINE NURSING ACT OF 2002’, PROVIDING FOR AN ADVANCED NURSING EDUCATION PROGRAM, AND FOR OTHER PURPOSES",ADVANCED NURSING EDUCATION ACT OF 2022,"REVILLA JR., RAMON BONG","August 8, 2022",ADVANCED NURSING EDUCATION PROGRAM; PHILIPPINE NURSING ACT
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-252-19th-congress,N/A,TAX-FREE IMPORTATION OF MEDICAL DEVICES AND EQUIPMENT ACT,"CAYETANO, PIA S.","November 7, 2022",TAX EXEMPTION; MEDICAL DEVICES; TAXES (VALUE-ADDED TAX / VAT)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-320-19th-congress,N/A,AMENDING R.A. NO. 7305 (MAGNA CARTA OF PUBLIC HEALTH WORKERS),"ANGARA, SONNY","December 7, 2022",Magna Carta of Public Health Workers; HEALTHCARE WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1106-19th-congress,"AN ACT PROTECTING CONSUMERS AND USERS AGAINST FORCED E-BILLING, ADDING FOR THIS PURPOSE A NEW PROVISION AND AMENDING CERTAIN PROVISIONS OF REPUBLIC ACT NO. 7394, OTHERWISE KNOWN AS THE CONSUMER ACT OF THE PHILIPPINES, AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF",PROTECTING CONSUMERS AND USERS AGAINST FORCED E-BILLING,"REVILLA JR., RAMON BONG","August 8, 2022",E-BILLING; CONSUMER PROTECTION; CONSUMER ACT (R.A.NO. 7394)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-8-19th-congress,N/A,PANGKABUHAYAN ACT OF 2022,"LEGARDA, LOREN B.","April 7, 2022","MICRO, SMALL AND MEDIUM ENTERPRISES (MSMES); PANGKABUHAYAN ACT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1217-19th-congress,N/A,STRENGTHENING THE LABOR CODE OF THE PHILIPPINES (P.D. 442),"REVILLA JR., RAMON BONG","August 18, 2022",LABOR CODE OF THE PHILIPPINES (P.D.NO. 442)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-72-19th-congress,N/A,PHILIPPINE ORTHOPEDIC CENTER MODERNIZATION ACT,"PIMENTEL, AQUILINO ""KOKO"" III","July 7, 2022",PHILIPPINE ORTHOPEDIC CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-416-19th-congress,N/A,AMENDING SEC. 5 OF R.A. NO. 4726 (THE CONDOMINIUM ACT),"MARCOS, IMEE R.","December 7, 2022",CONDOMINIUM/CONDOMINIUM LAW (R.A.NO. 4726)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-480-19th-congress,N/A,"MABCA NATIONAL HIGH SCHOOL (SAGÑAY, CAMARINES SUR)","GATCHALIAN, WIN","July 13, 2022","SCHOOLS, ESTABLISHMENT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1488-19th-congress,N/A,GREEN PUBLIC PROCUREMENT ACT,"REVILLA JR., RAMON BONG","September 11, 2022",GREEN PUBLIC PROCUREMENT; GOVERNMENT AGENCIES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-932-19th-congress,N/A,BAYANING ATLETANG FILIPINO ACT,"VILLANUEVA, JOEL","July 28, 2022",ATHLETES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1197-19th-congress,N/A,BARANGAY BENEFITS ACT OF 2022,"MARCOS, IMEE R.","August 16, 2022",BARANGAY OFFICIALS; BENEFITS AND INCENTIVES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1309-19th-congress,N/A,THE TAXPAYERS BILL OF RIGHTS ACT,"REVILLA JR., RAMON BONG","September 13, 2022",TAXPAYER BILL OF RIGHTS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-182-19th-congress,N/A,CITIZEN SERVICE PROGRAM ACT,"MARCOS, IMEE R.","July 7, 2022",NATIONAL SERVICE TRAINING PROGRAM (NSTP); CITIZEN SERVICE TRAINING COURSE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1000-19th-congress,N/A,AMENDING SECS. 3 AND 7 OF R.A. NO. 9512 (NATIONAL ENVIRONMENTAL AWARENESS AND EDUCATION ACT),"ANGARA, SONNY","March 8, 2022",NATIONAL ENVIRONMENTAL AWARENESS AND EDUCATION ACT OF 2008
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1064-19th-congress,N/A,STRENGTHENING THE FORFEITURE POWERS OF THE STATE,"POE, GRACE","August 8, 2022","FORFEITURE LAW (R.A.NO. 1379, AMENDMENTS)"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1383-19th-congress,AN ACT PROMOTING OPEN ACCESS IN INTERNET SERVICES AND FOR OTHER PURPOSES,OPEN ACCESS IN INTERNET SERVICES ACT,"ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","December 10, 2022",OPEN ACCES IN INTERNET SERVICES; INTERNET ACCESS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-288-19th-congress,N/A,POSTPONING THE DECEMBER 2022 BARANGAY AND SANGGUNIANG KABATAAN ELECTIONS,"ESCUDERO, FRANCIS G.","November 7, 2022",BARANGAY ELECTIONS/SK ELECTIONS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1446-19th-congress,N/A,ATM VISUALLY IMPAIRED FRIENDLY ACT,"VILLAR, MARK A.","February 11, 2022",AUTOMATED  TELLER MACHINE  (ATM) VISUALLY IMPAIRED
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-352-19th-congress,N/A,"NATIONAL FARMERS, FISHERFOLKS AND AGRI-WORKERS' DAY'","VILLAR, CYNTHIA A.","December 7, 2022",HOLIDAYS (SPECIAL WORKING); FARMERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1138-19th-congress,N/A,SAFE PATHWAYS ACT,"VILLANUEVA, JOEL","November 8, 2022",SAFE PATHWAYS; EMERGENCY PATHWAYS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-40-19th-congress,"AN ACT REDEFINING THE CRIME OF GAME-FIXING AND PRESCRIBING HIGHER PENALTIES THEREFOR, AMENDING FOR THIS PURPOSE PRESIDENTIAL DECREE NO. 483",ANTI-GAME FIXING ACT OF 2022,"LAPID, MANUEL ""LITO"" M.","June 7, 2022",GAME-FIXING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1180-19th-congress,N/A,MEDICAL RESERVE CORPS ACT OF 2022,"GO, CHRISTOPHER LAWRENCE T.","August 16, 2022",MEDICAL RESERVE CORPS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-384-19th-congress,N/A,PANTAWID PASADA ACT,"GATCHALIAN, WIN","December 7, 2022",PANTAWID PASADA; ENERGY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-104-19th-congress,"AN ACT ALLOWING AND REGULATING THE USE OF MOTORCYCLES AS PUBLIC UTILITY VEHICLES, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 4136, OTERWISE KNOWN AS THE LAND TRANSPORTATION AND TRAFFIC CODE, AND FOR OTHER PURPOSES",THE MOTORCYCLES-FOR-HIRE ACT OF 2022,"POE, GRACE; DELA ROSA, RONALD ""BATO""","July 7, 2022",MOTORCYCLES-FOR-HIRE; MOTORCYCLE; PUBLIC UTILITY VEHICLES; LAND TRANSPORTATION AND TRAFFIC CODE (R.A.NO. 4136)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-448-19th-congress,AN ACT TO ESTABLISH A NURSING HOME FOR SENIOR CITIZENS AND APPROPRIATING FUNDS THEREFOR,NURSING HOME FOR SENIOR CITIZENS (NHSC) ACT,"PADILLA, ROBINHOOD C.","December 7, 2022",NURSING HOME FOR SENIOR CITIZENS (NHSC); SENIOR CITIZEN/ELDERLY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-959-19th-congress,N/A,FALSE BOMB THREAT PROHIBITION ACT OF 2022,"POE, GRACE","January 8, 2022","BOMBS, EXPLOSIVES AND OTHER INCENDIARY DEVICES; FALSE BOMB THREAT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1586-19th-congress,"AN ACT PROVIDING FOR A PROPORTIONATE SCHOOL ADMISSION AND ACCEPTANCE SHARE IN THE PHILIPPINE MILITARY ACADEMY AND THE PHILIPPINE NATIONAL POLICE ACADEMY FOR MEMBERS OF THE INDIGENOUS CULTURAL COMMUNITIES/ INDIGENOUS PEOPLES, AND FOR SUCH OTHER PURPOSES",KATUTUBONG TAGAPAGTANGGOL ACT OF 2022,"TOLENTINO, FRANCIS ""TOL"" N.","May 12, 2022",PHILIPPINE MILITARY ACADEMY (PMA); PHILIPPINE NATIONAL POLICE (PNP); INDIGENOUS CULTURAL COMMUNITIES; INDIGENOUS PEOPLE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1275-19th-congress,AN ACT PROVIDING FOR WORK BENEFITS AND SOCIAL PROTECTION TO ALL DELIVERY PLATFORM RIDERS WORKING IN THE GIG ECONOMY,DELIVERY PLATFORM RIDERS PROTECTION ACT OF 2022,"TOLENTINO, FRANCIS ""TOL"" N.","May 9, 2022",DELIVERY RIDERS PROTECTION; BENEFITS AND INCENTIVES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1467-19th-congress,N/A,PHILIPPINE BUILDING ACT OF 2022,"REVILLA JR., RAMON BONG","March 11, 2022",BUILDINGS/STRUCTURES; BUILDING CODE OF THE PHILIPPINES (R.A.NO. 6541)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-970-19th-congress,N/A,AMENDING SEC. 95 (B) OF P.D. NO. 856 (CODE ON SANITATION OF THE PHILIPPINES),"POE, GRACE","January 8, 2022",CODE ON SANITATION OF THE PHILIPPINES (P.D.NO. 856)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1286-19th-congress,N/A,TRANS-FAT FREE PHILIPPINES ACT,"VILLANUEVA, JOEL","June 9, 2022",TRANS-FATTY ACIDS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-161-19th-congress,AN ACT ESTABLISHING SPECIALTY CENTER IN EVERY REGION AND APPROPRIATING FUNDS THEREFOR,REGIONAL SPECIALTY CARE ACT OF 2022,"ESCUDERO, FRANCIS G.; EJERCITO, JOSEPH VICTOR G.","July 7, 2022","HOSPITALS (SPECIALIZED HOSPITALS, PHCA, LCP, NKFP, LNK, TGH); Health services; DEPARTMENT OF HEALTH (DOH)"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1600-19th-congress,N/A,SOGIESC EQUALITY ACT,"HONTIVEROS, RISA","June 12, 2022",SEXUAL ORIENTATION (LESBIANS/GAYS/SOGIE); SOGIESC EQUALITY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-225-19th-congress,"AN ACT FURTHER PROTECTING THE INTEGRITY OF ELECTRONIC TRANSACTIONS, DEFINING FOR THE PURPOSE THE CRIME OF INTERNET AND TELECOMMUNICATIONS PHISHING, PROVIDING PENALTIES THEREFOR",ANTI-PHISHING LAW,"VILLAR, MARK A.","July 7, 2022",ANTI-PHISHING; ELECTRONIC TECHNOLOGY; INTERNET TRANSACTIONS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-990-19th-congress,"AN ACT MANDATING THE ESTABLISHMENT, MANAGEMENT, MAINTENANCE, AND REGULATION OF A RAINWATER HARVESTING FACILITY IN ALL NEW INSTITUTIONAL, COMMERCIAL, INDUSTRIAL, AND RESIDENTIAL DEVELOPMENT PROJECTS IN METRO MANILA",RAINWATER HARVESTING FACILITY ACT OF 2022,"REVILLA JR., RAMON BONG","February 8, 2022",RAINWATER HARVESTING FACILITY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-497-19th-congress,N/A,RIGHT TO ADEQUATE FOOD ACT,"LEGARDA, LOREN B.","July 13, 2022",RIGHT TO ADEQUATE FOOD; FOOD SECURITY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1043-19th-congress,"AN ACT PROTECTING THE RIGHT OF THE PEOPLE TO FREEDOM OF RELIGION IN THE PHILIPPINES GUARANTEED UNDER SECTION 5, ARTICLE III OF THE 1987 CONSTITUTION AND FOR OTHER PURPOSES",MAGNA CARTA ON RELIGIOUS FREEDOM ACT,"VILLANUEVA, JOEL","April 8, 2022",FREEDOM OF RELIGION; MAGNA CARTA ON RELIGIOUS FREEDOM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-561-19th-congress,N/A,RESERVIST EMPLOYMENT RIGHTS ACT,"VILLANUEVA, JOEL","July 14, 2022",RESERVIST EMPLOYMENT; ARMED FORCES OF THE PHILIPPINES RESERVIST; ARMED FORCES OF THE PHILIPPINES (AFP)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1361-19th-congress,"AN ACT CREATING A REGIONAL HEART CENTER IN EACH OF THE ADMINISTRATIVE REGIONS, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES",REGIONAL HEART CENTERS ACT,"PADILLA, ROBINHOOD C.","April 10, 2022",HEART CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-263-19th-congress,N/A,BPO WORKERS HEALTH AND SAFETY ACT OF 2022,"REVILLA JR., RAMON BONG","November 7, 2022",BUSINESS PROCESS OUTSOURCING (BPO); OCCUPATIONAL SAFETY; health care
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1425-19th-congress,N/A,LEYTE ECOLOGICAL INDUSTRIAL ZONE ACT,"REVILLA JR., RAMON BONG","October 27, 2022",ECOLOGICAL INDUSTRIAL ZONE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-332-19th-congress,N/A,CNSP BIRTH REGISTRATION ACT,"POE, GRACE","December 7, 2022",BIRTH REGISTRATION; CHILDREN IN NEED OF SPECIAL PROTECTION (CSNP); CHILDBIRTH SERVICES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1117-19th-congress,"AN ACT ESTABLISHING THE NATIONAL COASTAL GREENBELT ZONES AND THE NATIONAL COASTAL GREENBELT MANAGEMENT ACTION PLAN, PROVIDING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL COASTAL GREENBELT ACT OF 2022,"LEGARDA, LOREN B.","September 8, 2022",NATIONAL COASTAL GREENBELT
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-19-19th-congress,N/A,SAFE PATHWAYS NETWORK  ACT,"CAYETANO, PIA S.","May 7, 2022",BICYCLE LANES; SAFE PATHWAYS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1163-19th-congress,N/A,CENTER FOR DISEASE CONTROL AND PREVENTION ACT,"EJERCITO, JOSEPH VICTOR G.","August 15, 2022",PHILIPPINE CENTER FOR DISEASE CONTROL AND PREVENTION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-83-19th-congress,N/A,BASIC EDUCATION TEACHERS PAY INCREASE ACT,"ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","July 7, 2022",BASIC EDUCATION/BASIC EDUCATION INSTITUTIONS; TEACHERS; SALARY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-427-19th-congress,"AN ACT MANDATING THE APPOINTMENT OF BARANGAY HEALTH WORKERS IN BARANGAYS, PROVIDING FOR THEIR DUTIES AND RESPONSIBILITIES, COMPENSATION AND BENEFITS, AND FOR OTHER PURPOSES",BARANGAY HEALTH WORKERS ACT OF 2022,"GO, CHRISTOPHER LAWRENCE T.","December 7, 2022",BARANGAY HEALTH WORKER; BENEFITS AND INCENTIVES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1507-19th-congress,N/A,PHILIPPINE MICROBIOLOGY ACT,"ESTRADA, JINGGOY E.","November 14, 2022",MICROBIOLOGY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-938-19th-congress,N/A,CONTINUING PROFESSIONAL DEVELOPMENT OF FILIPINO WORKERS AND PROFESSIONALS,"VILLANUEVA, JOEL","July 28, 2022",CONTINUING PROFESSIONAL DEVELOPMENT (R.A.NO. 10912)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1319-19th-congress,N/A,NATIONAL AUTISM CARE PLAN ACT,"HONTIVEROS, RISA","September 14, 2022",AUTISM SPECTRUM DISORDER (ASD)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-129-19th-congress,"AN ACT INSTITUTIONALIZING AND EXPANDING THE NATIONAL EMPLOYMENT RECOVERY STRATEGY (NERS) TO A NATIONAL EMPLOYMENT ACTION PLAN, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",TRABAHO PARA SA LAHAT NG PILIPINO ACT,"GATCHALIAN, WIN; VILLANUEVA, JOEL","July 7, 2022",NATIONAL EMPLOYMENT RECOVERY STRATEGY (NERS)
